Employee_ID,Age,Gender,Department,Job_Role,Experience_Years,Education_Level,Location,Performance_Rating,Salary,Bonus,Joining_Date,Salary_Band,Experience_Group,Age_Group
5953,30,Male,Marketing,Lead,22,Masters,Bangalore,3,78261.0,8905,2014-10-28,Medium,Executive (21+),Millennials (25-35)
5954,23,Female,Finance,Executive,19,Masters,Chennai,2,90347.0,14193,2022-04-05,High,Senior (11-20),Gen Z (<25)
5955,29,Male,Finance,Developer,18,Bachelors,Mumbai,4,84585.0,15078,2015-07-01,High,Senior (11-20),Millennials (25-35)
5956,32,Male,Sales,Analyst,19,Masters,Chennai,5,78010.0,5502,2015-12-22,Medium,Senior (11-20),Millennials (25-35)
5957,57,Female,Sales,Analyst,19,Bachelors,Chennai,4,73878.0,9002,2017-12-21,Medium,Senior (11-20),Boomers I (55+)
5958,31,Female,Finance,Lead,18,PhD,Bangalore,4,83494.0,16008,2019-01-18,High,Senior (11-20),Millennials (25-35)
5959,42,Female,Engineering,Executive,24,Bachelors,Bangalore,4,110874.0,19051,2015-08-24,High,Executive (21+),Gen X (36-45)
5960,41,Male,Finance,Executive,29,Masters,Mumbai,3,112693.0,22092,2019-05-25,High,Executive (21+),Gen X (36-45)
5961,29,Female,HR,Analyst,18,Bachelors,Bangalore,5,68520.0,12268,2022-03-27,Medium,Senior (11-20),Millennials (25-35)
5962,57,Male,Marketing,Manager,17,Masters,Mumbai,4,72221.0,6971,2020-07-08,Medium,Senior (11-20),Boomers I (55+)
5963,50,Female,Finance,Analyst,12,PhD,Delhi,4,69678.0,5356,2017-08-18,Medium,Senior (11-20),Boomers II (46-55)
5964,33,Male,Finance,Developer,16,Masters,Hyderabad,5,85415.0,6968,2017-06-30,High,Senior (11-20),Millennials (25-35)
5965,35,Male,Marketing,Executive,26,Masters,Delhi,1,89624.0,7397,2015-12-30,High,Executive (21+),Millennials (25-35)
5966,42,Female,Marketing,Lead,0,Masters,Bangalore,3,34156.0,2095,2022-09-02,Low,Entry (0-2),Gen X (36-45)
5967,43,Male,HR,Executive,20,Masters,Hyderabad,3,71319.0,13266,2016-03-17,Medium,Senior (11-20),Gen X (36-45)
5968,42,Male,Marketing,Analyst,27,Masters,Hyderabad,2,89726.0,11250,2015-04-17,High,Executive (21+),Gen X (36-45)
5969,51,Female,Sales,Developer,27,Masters,Chennai,2,98678.0,6432,2010-11-09,High,Executive (21+),Boomers II (46-55)
5970,41,Male,Finance,Manager,4,Bachelors,Hyderabad,1,59284.0,9746,2010-06-26,Low,Junior (3-5),Gen X (36-45)
5971,45,Male,Marketing,Executive,27,PhD,Mumbai,2,88181.0,8716,2014-11-07,High,Executive (21+),Gen X (36-45)
5972,44,Male,HR,Analyst,24,Bachelors,Bangalore,4,76559.0,4643,2022-06-17,Medium,Executive (21+),Gen X (36-45)
5973,28,Female,Marketing,Analyst,19,PhD,Bangalore,4,71466.0,5607,2018-03-30,Medium,Senior (11-20),Millennials (25-35)
5974,30,Female,Finance,Analyst,20,Bachelors,Chennai,2,86447.0,12848,2018-10-10,High,Senior (11-20),Millennials (25-35)
5975,22,Female,Engineering,Developer,12,PhD,Chennai,3,86275.0,14589,2015-01-25,High,Senior (11-20),Gen Z (<25)
5976,47,Female,Marketing,Analyst,5,PhD,Bangalore,1,48773.0,4294,2014-03-25,Low,Junior (3-5),Boomers II (46-55)
5977,59,Female,Sales,Analyst,28,Bachelors,Chennai,4,92949.0,12692,2012-12-12,High,Executive (21+),Boomers I (55+)
5978,59,Female,Finance,Analyst,9,Bachelors,Hyderabad,1,67509.0,3384,2017-08-17,Medium,Mid (6-10),Boomers I (55+)
5979,43,Female,HR,Executive,22,PhD,Hyderabad,2,69205.0,6350,2017-12-07,Medium,Executive (21+),Gen X (36-45)
5980,31,Female,Finance,Analyst,8,Masters,Mumbai,5,70141.0,5418,2020-07-10,Medium,Mid (6-10),Millennials (25-35)
5981,27,Male,Engineering,Developer,28,PhD,Chennai,1,111774.0,6872,2020-06-17,High,Executive (21+),Millennials (25-35)
5982,38,Male,HR,Executive,5,Masters,Bangalore,1,44282.0,5428,2013-05-21,Low,Junior (3-5),Gen X (36-45)
5983,59,Male,Engineering,Analyst,0,PhD,Delhi,2,55478.0,8025,2020-05-21,Low,Entry (0-2),Boomers I (55+)
5984,45,Male,Engineering,Manager,23,Masters,Bangalore,2,110353.0,6285,2017-11-07,High,Executive (21+),Gen X (36-45)
5985,31,Female,Sales,Developer,29,Bachelors,Delhi,4,101416.0,7168,2021-08-30,High,Executive (21+),Millennials (25-35)
5986,29,Male,Marketing,Manager,17,Bachelors,Delhi,5,73276.0,13910,2020-01-31,Medium,Senior (11-20),Millennials (25-35)
5987,42,Male,Sales,Developer,24,Masters,Mumbai,5,86960.0,7258,2018-08-09,High,Executive (21+),Gen X (36-45)
5988,27,Male,Sales,Manager,26,Masters,Delhi,1,88316.0,14483,2016-03-23,High,Executive (21+),Millennials (25-35)
5989,42,Male,Sales,Analyst,22,Masters,Hyderabad,5,79014.0,12812,2022-05-14,Medium,Executive (21+),Gen X (36-45)
5990,45,Male,HR,Manager,6,Masters,Hyderabad,2,45241.0,4444,2020-05-05,Low,Mid (6-10),Gen X (36-45)
5991,54,Female,Marketing,Manager,25,Bachelors,Mumbai,2,87939.0,7089,2019-07-29,High,Executive (21+),Boomers II (46-55)
5992,39,Female,Marketing,Developer,9,PhD,Bangalore,2,53220.0,4608,2020-09-24,Low,Mid (6-10),Gen X (36-45)
5993,49,Male,HR,Analyst,11,Bachelors,Bangalore,1,50497.0,6811,2022-05-05,Low,Senior (11-20),Boomers II (46-55)
5994,53,Male,Sales,Developer,20,PhD,Bangalore,3,75963.0,8141,2013-03-27,Medium,Senior (11-20),Boomers II (46-55)
5995,33,Male,Sales,Analyst,23,Bachelors,Bangalore,2,86129.0,10708,2015-07-15,High,Executive (21+),Millennials (25-35)
5996,48,Male,Engineering,Lead,25,Masters,Hyderabad,5,105122.0,18053,2015-05-22,High,Executive (21+),Boomers II (46-55)
5997,31,Female,Engineering,Executive,14,Bachelors,Hyderabad,5,87757.0,10999,2016-03-25,High,Senior (11-20),Millennials (25-35)
5998,53,Male,Finance,Executive,16,Bachelors,Mumbai,2,78918.0,15727,2022-11-17,Medium,Senior (11-20),Boomers II (46-55)
5999,47,Female,Engineering,Developer,2,Masters,Mumbai,3,67862.0,10170,2014-06-04,Medium,Entry (0-2),Boomers II (46-55)
6000,46,Male,Marketing,Analyst,24,Masters,Mumbai,1,81043.0,6571,2015-07-11,Medium,Executive (21+),Boomers II (46-55)
6001,32,Female,HR,Manager,14,Bachelors,Bangalore,2,56272.0,7029,2014-12-19,Low,Senior (11-20),Millennials (25-35)
6002,44,Female,Sales,Executive,0,Bachelors,Bangalore,1,42265.0,7270,2010-10-10,Low,Entry (0-2),Gen X (36-45)
6003,55,Female,Finance,Developer,10,PhD,Hyderabad,3,67767.0,5607,2021-02-24,Medium,Mid (6-10),Boomers II (46-55)
6004,44,Male,Engineering,Developer,23,PhD,Hyderabad,2,101845.0,16235,2015-09-11,High,Executive (21+),Gen X (36-45)
6005,50,Male,Finance,Developer,5,Bachelors,Chennai,2,55558.0,3056,2014-01-18,Low,Junior (3-5),Boomers II (46-55)
6006,52,Female,HR,Analyst,27,PhD,Chennai,2,85513.0,16366,2013-06-13,High,Executive (21+),Boomers II (46-55)
6007,28,Male,HR,Developer,28,Masters,Bangalore,4,81588.0,12197,2013-06-09,Medium,Executive (21+),Millennials (25-35)
6008,54,Male,Finance,Lead,15,Bachelors,Hyderabad,2,76353.0,5679,2017-11-29,Medium,Senior (11-20),Boomers II (46-55)
6009,42,Female,Finance,Manager,25,Bachelors,Bangalore,2,100340.0,18176,2021-08-30,High,Executive (21+),Gen X (36-45)
6010,23,Male,Finance,Developer,20,PhD,Delhi,3,89442.0,5569,2016-05-02,High,Senior (11-20),Gen Z (<25)
6011,39,Female,Sales,Analyst,11,Bachelors,Chennai,3,58589.0,6496,2010-05-11,Low,Senior (11-20),Gen X (36-45)
6012,54,Male,Marketing,Manager,21,Bachelors,Mumbai,4,80250.0,12883,2013-01-04,Medium,Executive (21+),Boomers II (46-55)
6013,58,Male,Engineering,Manager,26,Masters,Bangalore,2,109079.0,20791,2013-06-01,High,Executive (21+),Boomers I (55+)
6014,55,Female,Engineering,Executive,20,Bachelors,Delhi,5,102825.0,10521,2016-08-15,High,Senior (11-20),Boomers II (46-55)
6015,41,Female,Engineering,Developer,14,PhD,Mumbai,1,86715.0,15138,2010-12-16,High,Senior (11-20),Gen X (36-45)
6016,56,Female,Finance,Developer,24,Masters,Delhi,2,101399.0,8062,2020-03-21,High,Executive (21+),Boomers I (55+)
6017,39,Female,Finance,Analyst,17,PhD,Hyderabad,4,81385.0,4497,2010-01-20,Medium,Senior (11-20),Gen X (36-45)
6018,45,Male,Finance,Lead,9,Bachelors,Hyderabad,5,63309.0,3438,2015-03-02,Medium,Mid (6-10),Gen X (36-45)
6019,29,Male,Sales,Lead,21,PhD,Hyderabad,3,83552.0,12426,2011-02-07,High,Executive (21+),Millennials (25-35)
6020,51,Male,Sales,Executive,11,PhD,Mumbai,1,58661.0,4289,2015-07-20,Low,Senior (11-20),Boomers II (46-55)
6021,31,Female,Sales,Lead,19,Masters,Mumbai,4,75185.0,4326,2020-03-08,Medium,Senior (11-20),Millennials (25-35)
6022,44,Male,Sales,Analyst,18,Bachelors,Hyderabad,3,73438.0,14431,2022-05-19,Medium,Senior (11-20),Gen X (36-45)
6023,32,Male,HR,Executive,27,Masters,Mumbai,2,85525.0,7380,2012-02-29,High,Executive (21+),Millennials (25-35)
6024,23,Male,Sales,Developer,4,Bachelors,Hyderabad,4,52972.0,6323,2020-02-11,Low,Junior (3-5),Gen Z (<25)
6025,47,Female,Sales,Lead,17,Masters,Bangalore,2,73800.0,10476,2014-07-10,Medium,Senior (11-20),Boomers II (46-55)
6026,57,Female,Sales,Analyst,18,Bachelors,Hyderabad,4,72888.0,5223,2016-12-16,Medium,Senior (11-20),Boomers I (55+)
6027,54,Male,Engineering,Analyst,22,Masters,Chennai,4,104088.0,10780,2022-02-14,High,Executive (21+),Boomers II (46-55)
6028,34,Male,Engineering,Developer,11,Bachelors,Bangalore,2,82992.0,12212,2010-12-28,High,Senior (11-20),Millennials (25-35)
6029,46,Female,Engineering,Analyst,0,Masters,Hyderabad,4,59557.0,8693,2017-11-18,Low,Entry (0-2),Boomers II (46-55)
6030,25,Female,Marketing,Executive,1,PhD,Chennai,3,41862.0,7380,2017-11-27,Low,Entry (0-2),Gen Z (<25)
6031,40,Female,HR,Executive,2,Masters,Hyderabad,3,33013.0,3816,2016-03-07,Low,Entry (0-2),Gen X (36-45)
6032,39,Female,Finance,Manager,25,PhD,Bangalore,1,101890.0,18694,2016-10-31,High,Executive (21+),Gen X (36-45)
6033,58,Male,Sales,Developer,28,Masters,Hyderabad,1,94138.0,14339,2020-10-20,High,Executive (21+),Boomers I (55+)
6034,51,Female,Engineering,Analyst,29,PhD,Mumbai,4,122817.0,16496,2015-12-05,High,Executive (21+),Boomers II (46-55)
6035,40,Male,HR,Lead,11,Bachelors,Hyderabad,3,50685.0,3424,2014-05-18,Low,Senior (11-20),Gen X (36-45)
6036,44,Female,Sales,Executive,13,PhD,Bangalore,2,63218.0,8610,2011-03-03,Medium,Senior (11-20),Gen X (36-45)
6037,37,Male,Marketing,Developer,6,Bachelors,Delhi,4,49046.0,6827,2016-02-24,Low,Mid (6-10),Gen X (36-45)
6038,22,Male,Finance,Developer,3,PhD,Hyderabad,2,54305.0,8896,2010-06-05,Low,Junior (3-5),Gen Z (<25)
6039,33,Female,Sales,Executive,11,Bachelors,Mumbai,5,58327.0,9208,2018-11-03,Low,Senior (11-20),Millennials (25-35)
6040,45,Male,Finance,Manager,23,PhD,Bangalore,1,100721.0,13043,2011-02-06,High,Executive (21+),Gen X (36-45)
6041,55,Male,Sales,Developer,7,Masters,Chennai,4,54614.0,7587,2011-09-11,Low,Mid (6-10),Boomers II (46-55)
6042,29,Male,Marketing,Analyst,0,Bachelors,Delhi,4,38748.0,6426,2019-03-28,Low,Entry (0-2),Millennials (25-35)
6043,39,Female,HR,Lead,4,Bachelors,Hyderabad,2,39680.0,4075,2016-12-16,Low,Junior (3-5),Gen X (36-45)
6044,26,Female,Finance,Lead,0,PhD,Bangalore,1,51147.0,3592,2012-04-04,Low,Entry (0-2),Millennials (25-35)
6045,47,Female,Finance,Executive,14,Masters,Mumbai,2,76459.0,13850,2021-03-12,Medium,Senior (11-20),Boomers II (46-55)
6046,51,Male,HR,Developer,12,Bachelors,Mumbai,2,55373.0,10784,2020-06-08,Low,Senior (11-20),Boomers II (46-55)
6047,34,Male,Finance,Lead,28,Bachelors,Bangalore,1,110657.0,12658,2015-08-20,High,Executive (21+),Millennials (25-35)
6048,40,Male,Engineering,Developer,22,Masters,Mumbai,5,108085.0,21459,2014-04-12,High,Executive (21+),Gen X (36-45)
6049,50,Male,HR,Executive,12,Masters,Delhi,3,52945.0,5210,2022-10-05,Low,Senior (11-20),Boomers II (46-55)
6050,24,Female,Marketing,Manager,3,Masters,Chennai,3,36194.0,2171,2010-01-13,Low,Junior (3-5),Gen Z (<25)
6051,47,Male,Sales,Lead,14,Bachelors,Mumbai,5,67251.0,9137,2017-06-03,Medium,Senior (11-20),Boomers II (46-55)
6052,33,Male,Sales,Analyst,11,PhD,Mumbai,1,61205.0,11030,2013-08-12,Low,Senior (11-20),Millennials (25-35)
6053,23,Male,HR,Executive,7,PhD,Chennai,4,42530.0,6065,2019-05-08,Low,Mid (6-10),Gen Z (<25)
6054,32,Female,Engineering,Manager,15,Bachelors,Delhi,1,86700.0,4457,2017-02-12,High,Senior (11-20),Millennials (25-35)
6055,49,Male,Marketing,Analyst,11,Bachelors,Delhi,2,57840.0,2994,2016-06-11,Low,Senior (11-20),Boomers II (46-55)
6056,39,Female,Sales,Analyst,23,Bachelors,Delhi,1,85732.0,13601,2016-08-13,High,Executive (21+),Gen X (36-45)
6057,34,Female,Sales,Lead,24,Bachelors,Mumbai,3,86890.0,15362,2014-04-14,High,Executive (21+),Millennials (25-35)
6058,58,Male,Engineering,Developer,26,Masters,Mumbai,4,114966.0,10111,2017-05-01,High,Executive (21+),Boomers I (55+)
6059,43,Male,Finance,Executive,5,Bachelors,Delhi,5,59692.0,7194,2013-03-19,Low,Junior (3-5),Gen X (36-45)
6060,33,Male,HR,Analyst,22,Bachelors,Mumbai,1,72817.0,14138,2016-06-03,Medium,Executive (21+),Millennials (25-35)
6061,23,Male,Engineering,Lead,14,Bachelors,Hyderabad,4,90632.0,10793,2015-06-11,High,Senior (11-20),Gen Z (<25)
6062,58,Female,Engineering,Manager,6,Masters,Mumbai,4,76258.0,5366,2014-02-20,Medium,Mid (6-10),Boomers I (55+)
6063,28,Female,Engineering,Analyst,4,Masters,Delhi,3,63986.0,11949,2011-12-19,Medium,Junior (3-5),Millennials (25-35)
6064,47,Female,Engineering,Manager,22,Masters,Bangalore,2,107475.0,13356,2022-03-29,High,Executive (21+),Boomers II (46-55)
6065,47,Female,Finance,Executive,14,Bachelors,Delhi,4,81954.0,8330,2022-05-03,Medium,Senior (11-20),Boomers II (46-55)
6066,45,Female,Marketing,Lead,24,Masters,Bangalore,4,81238.0,5249,2016-06-07,Medium,Executive (21+),Gen X (36-45)
6067,33,Female,Engineering,Manager,27,Bachelors,Mumbai,1,114824.0,13634,2010-12-26,High,Executive (21+),Millennials (25-35)
6068,37,Female,Engineering,Developer,29,Bachelors,Mumbai,5,120567.0,19947,2020-05-21,High,Executive (21+),Gen X (36-45)
6069,44,Female,HR,Manager,11,PhD,Bangalore,1,55770.0,8788,2011-12-16,Low,Senior (11-20),Gen X (36-45)
6070,30,Female,Sales,Manager,10,Masters,Delhi,3,63910.0,7956,2012-05-27,Medium,Mid (6-10),Millennials (25-35)
6071,53,Female,Finance,Lead,3,PhD,Chennai,4,60027.0,9480,2016-12-25,Low,Junior (3-5),Boomers II (46-55)
6072,36,Male,Engineering,Lead,12,PhD,Chennai,2,81595.0,8372,2017-07-10,Medium,Senior (11-20),Gen X (36-45)
6073,58,Male,Marketing,Analyst,17,Masters,Delhi,4,72574.0,11632,2016-07-11,Medium,Senior (11-20),Boomers I (55+)
6074,34,Male,Marketing,Manager,7,Masters,Mumbai,2,50941.0,3202,2014-02-22,Low,Mid (6-10),Millennials (25-35)
6075,26,Female,Marketing,Manager,6,PhD,Bangalore,2,48492.0,3873,2011-02-03,Low,Mid (6-10),Millennials (25-35)
6076,32,Male,HR,Lead,21,Bachelors,Bangalore,2,75982.0,13802,2013-06-09,Medium,Executive (21+),Millennials (25-35)
6077,31,Female,Marketing,Developer,22,PhD,Delhi,5,74446.0,7001,2010-10-30,Medium,Executive (21+),Millennials (25-35)
6078,34,Female,HR,Lead,27,Masters,Delhi,1,82594.0,6681,2022-01-29,High,Executive (21+),Millennials (25-35)
6079,36,Male,Finance,Developer,15,Bachelors,Hyderabad,3,77935.0,4937,2014-05-27,Medium,Senior (11-20),Gen X (36-45)
6080,28,Female,Marketing,Lead,2,PhD,Bangalore,5,43746.0,4765,2012-06-13,Low,Entry (0-2),Millennials (25-35)
6081,49,Male,Sales,Executive,21,PhD,Hyderabad,5,81394.0,4887,2020-07-23,Medium,Executive (21+),Boomers II (46-55)
6082,53,Female,Engineering,Manager,25,PhD,Mumbai,2,108146.0,13469,2015-04-22,High,Executive (21+),Boomers II (46-55)
6083,56,Female,Finance,Developer,29,Masters,Bangalore,5,103648.0,19473,2010-10-20,High,Executive (21+),Boomers I (55+)
6084,36,Male,Sales,Executive,15,PhD,Delhi,3,71893.0,12083,2022-03-22,Medium,Senior (11-20),Gen X (36-45)
6085,57,Male,Finance,Developer,15,Masters,Delhi,3,83844.0,4703,2011-08-16,High,Senior (11-20),Boomers I (55+)
6086,42,Male,Marketing,Analyst,6,Bachelors,Mumbai,4,51024.0,4845,2015-04-28,Low,Mid (6-10),Gen X (36-45)
6087,27,Male,Finance,Analyst,22,Bachelors,Chennai,5,97392.0,7610,2020-07-29,High,Executive (21+),Millennials (25-35)
6088,22,Male,Finance,Manager,12,PhD,Hyderabad,4,70511.0,4233,2020-05-25,Medium,Senior (11-20),Gen Z (<25)
6089,25,Male,Finance,Executive,12,Masters,Delhi,3,77286.0,5123,2010-07-09,Medium,Senior (11-20),Gen Z (<25)
6090,32,Female,HR,Executive,20,PhD,Bangalore,5,65130.0,12128,2014-11-12,Medium,Senior (11-20),Millennials (25-35)
6091,47,Female,Sales,Analyst,18,Bachelors,Bangalore,2,79305.0,7653,2017-09-04,Medium,Senior (11-20),Boomers II (46-55)
6092,58,Female,Marketing,Manager,17,Masters,Bangalore,2,67161.0,7309,2011-03-23,Medium,Senior (11-20),Boomers I (55+)
6093,44,Female,Engineering,Analyst,28,Bachelors,Mumbai,5,113845.0,13986,2012-02-19,High,Executive (21+),Gen X (36-45)
6094,50,Male,Marketing,Executive,6,Bachelors,Chennai,4,51437.0,8319,2021-06-26,Low,Mid (6-10),Boomers II (46-55)
6095,42,Female,Marketing,Developer,19,Masters,Hyderabad,4,77482.0,13153,2020-11-11,Medium,Senior (11-20),Gen X (36-45)
6096,48,Female,HR,Executive,17,Masters,Bangalore,2,66712.0,12979,2010-12-14,Medium,Senior (11-20),Boomers II (46-55)
6097,34,Male,HR,Manager,28,Masters,Bangalore,4,84588.0,6902,2018-12-18,High,Executive (21+),Millennials (25-35)
6098,44,Female,Finance,Executive,23,PhD,Delhi,2,99890.0,9505,2011-03-15,High,Executive (21+),Gen X (36-45)
6099,37,Male,Marketing,Lead,17,PhD,Chennai,1,66295.0,6426,2012-12-04,Medium,Senior (11-20),Gen X (36-45)
6100,51,Male,Sales,Executive,21,Masters,Delhi,2,83754.0,9781,2020-05-27,High,Executive (21+),Boomers II (46-55)
6101,25,Male,HR,Lead,3,Masters,Mumbai,1,40792.0,6979,2022-03-02,Low,Junior (3-5),Gen Z (<25)
6102,37,Female,HR,Analyst,8,PhD,Mumbai,5,44267.0,3803,2019-05-24,Low,Mid (6-10),Gen X (36-45)
6103,52,Male,Sales,Lead,20,Masters,Hyderabad,1,81713.0,13681,2016-07-30,Medium,Senior (11-20),Boomers II (46-55)
6104,46,Female,HR,Executive,15,Bachelors,Mumbai,3,64401.0,5191,2019-10-18,Medium,Senior (11-20),Boomers II (46-55)
6105,33,Female,Sales,Executive,3,Masters,Hyderabad,4,49677.0,7775,2012-02-03,Low,Junior (3-5),Millennials (25-35)
6106,47,Female,Engineering,Executive,7,PhD,Delhi,1,69676.0,11834,2014-05-08,Medium,Mid (6-10),Boomers II (46-55)
6107,58,Male,Sales,Manager,2,Masters,Bangalore,3,48214.0,8585,2014-02-18,Low,Entry (0-2),Boomers I (55+)
6108,54,Male,Engineering,Analyst,29,Masters,Bangalore,3,121763.0,15408,2018-10-28,High,Executive (21+),Boomers II (46-55)
6109,49,Male,Finance,Lead,28,Bachelors,Chennai,4,108482.0,10773,2015-12-15,High,Executive (21+),Boomers II (46-55)
6110,30,Female,Finance,Developer,8,Masters,Mumbai,2,66513.0,11031,2018-02-03,Medium,Mid (6-10),Millennials (25-35)
6111,33,Female,HR,Lead,7,PhD,Chennai,3,39800.0,3905,2016-04-09,Low,Mid (6-10),Millennials (25-35)
6112,26,Male,Sales,Executive,29,PhD,Chennai,1,101314.0,7316,2017-12-10,High,Executive (21+),Millennials (25-35)
6113,49,Female,HR,Developer,11,Bachelors,Bangalore,4,48869.0,8561,2018-09-14,Low,Senior (11-20),Boomers II (46-55)
6114,56,Male,Sales,Developer,13,Bachelors,Mumbai,1,61931.0,6916,2020-08-02,Low,Senior (11-20),Boomers I (55+)
6115,26,Male,HR,Lead,27,PhD,Bangalore,2,79805.0,10823,2020-05-09,Medium,Executive (21+),Millennials (25-35)
6116,55,Female,Finance,Lead,23,Masters,Chennai,4,98961.0,18581,2020-04-23,High,Executive (21+),Boomers II (46-55)
6117,55,Female,Finance,Lead,9,PhD,Mumbai,3,66986.0,4713,2019-12-11,Medium,Mid (6-10),Boomers II (46-55)
6118,34,Male,HR,Lead,20,Bachelors,Bangalore,1,71732.0,9581,2020-02-08,Medium,Senior (11-20),Millennials (25-35)
6119,35,Female,Sales,Analyst,16,PhD,Hyderabad,1,68110.0,9114,2011-11-27,Medium,Senior (11-20),Millennials (25-35)
6120,32,Male,Marketing,Manager,10,Bachelors,Hyderabad,3,51615.0,9253,2016-12-11,Low,Mid (6-10),Millennials (25-35)
6121,59,Male,Sales,Manager,9,PhD,Delhi,3,54432.0,5507,2011-10-25,Low,Mid (6-10),Boomers I (55+)
6122,25,Female,HR,Lead,12,Masters,Delhi,2,56548.0,6230,2012-02-11,Low,Senior (11-20),Gen Z (<25)
6123,54,Male,Sales,Manager,24,Masters,Mumbai,2,84497.0,10806,2016-12-02,High,Executive (21+),Boomers II (46-55)
6124,28,Female,Engineering,Lead,1,Bachelors,Delhi,3,58916.0,4423,2013-07-19,Low,Entry (0-2),Millennials (25-35)
6125,29,Male,Sales,Lead,0,Masters,Mumbai,4,43276.0,5219,2016-06-29,Low,Entry (0-2),Millennials (25-35)
6126,58,Female,Finance,Lead,21,Bachelors,Chennai,3,92896.0,10721,2020-06-13,High,Executive (21+),Boomers I (55+)
6127,31,Female,Finance,Analyst,0,Masters,Hyderabad,3,54838.0,4365,2017-08-22,Low,Entry (0-2),Millennials (25-35)
6128,36,Male,Engineering,Executive,15,PhD,Mumbai,5,93067.0,16282,2016-07-25,High,Senior (11-20),Gen X (36-45)
6129,59,Female,Sales,Manager,9,Masters,Chennai,4,61501.0,7051,2015-12-02,Low,Mid (6-10),Boomers I (55+)
6130,36,Female,Marketing,Manager,25,PhD,Hyderabad,4,83070.0,7967,2014-09-13,High,Executive (21+),Gen X (36-45)
6131,26,Male,Sales,Analyst,28,Bachelors,Bangalore,2,100639.0,7000,2011-03-02,High,Executive (21+),Millennials (25-35)
6132,50,Female,Finance,Analyst,9,Masters,Chennai,2,69920.0,4437,2010-05-03,Medium,Mid (6-10),Boomers II (46-55)
6133,40,Male,Finance,Lead,6,Masters,Bangalore,2,61347.0,11903,2021-05-12,Low,Mid (6-10),Gen X (36-45)
6134,31,Female,HR,Lead,29,PhD,Delhi,1,88592.0,17653,2013-12-03,High,Executive (21+),Millennials (25-35)
6135,33,Male,Finance,Executive,6,Bachelors,Mumbai,4,62377.0,11520,2013-01-19,Medium,Mid (6-10),Millennials (25-35)
6136,25,Male,HR,Manager,28,Masters,Hyderabad,5,81075.0,9631,2011-05-14,Medium,Executive (21+),Gen Z (<25)
6137,52,Male,Finance,Analyst,0,Bachelors,Delhi,2,48858.0,8363,2021-11-16,Low,Entry (0-2),Boomers II (46-55)
6138,39,Male,Finance,Executive,25,Bachelors,Chennai,2,98704.0,17287,2011-01-31,High,Executive (21+),Gen X (36-45)
6139,37,Female,Marketing,Manager,12,Masters,Delhi,2,60500.0,5745,2016-04-30,Low,Senior (11-20),Gen X (36-45)
6140,57,Male,HR,Executive,4,PhD,Bangalore,2,41548.0,5729,2022-02-26,Low,Junior (3-5),Boomers I (55+)
6141,46,Female,HR,Executive,2,Bachelors,Bangalore,2,30993.0,5997,2012-03-03,Low,Entry (0-2),Boomers II (46-55)
6142,44,Male,Finance,Lead,28,Bachelors,Mumbai,1,110313.0,10149,2017-10-31,High,Executive (21+),Gen X (36-45)
6143,33,Female,HR,Executive,12,Masters,Delhi,5,51831.0,7745,2010-06-24,Low,Senior (11-20),Millennials (25-35)
6144,55,Male,Finance,Lead,26,Bachelors,Hyderabad,4,97104.0,14505,2016-03-12,High,Executive (21+),Boomers II (46-55)
6145,57,Female,Finance,Manager,11,Masters,Bangalore,5,73790.0,8699,2019-07-24,Medium,Senior (11-20),Boomers I (55+)
6146,58,Female,Sales,Manager,29,Bachelors,Chennai,3,99339.0,12273,2010-02-09,High,Executive (21+),Boomers I (55+)
6147,24,Male,HR,Lead,17,PhD,Delhi,4,60766.0,7198,2019-01-04,Low,Senior (11-20),Gen Z (<25)
6148,30,Male,Engineering,Developer,26,PhD,Hyderabad,2,110038.0,14102,2016-08-09,High,Executive (21+),Millennials (25-35)
6149,39,Male,HR,Executive,4,PhD,Hyderabad,3,38003.0,2748,2020-06-05,Low,Junior (3-5),Gen X (36-45)
6150,56,Female,HR,Manager,4,PhD,Hyderabad,3,39020.0,6602,2016-01-01,Low,Junior (3-5),Boomers I (55+)
6151,55,Female,Marketing,Executive,1,Masters,Hyderabad,3,41738.0,6225,2013-11-07,Low,Entry (0-2),Boomers II (46-55)
6152,35,Female,Engineering,Developer,5,Masters,Bangalore,3,66486.0,13036,2018-02-23,Medium,Junior (3-5),Millennials (25-35)
6153,25,Female,Engineering,Executive,6,Masters,Mumbai,2,75708.0,6574,2020-08-25,Medium,Mid (6-10),Gen Z (<25)
6154,50,Male,Marketing,Developer,0,Masters,Delhi,3,34399.0,2473,2018-04-05,Low,Entry (0-2),Boomers II (46-55)
6155,36,Male,Marketing,Analyst,2,Masters,Bangalore,5,37028.0,3754,2022-03-10,Low,Entry (0-2),Gen X (36-45)
6156,49,Male,HR,Developer,19,PhD,Mumbai,2,67486.0,8534,2017-12-17,Medium,Senior (11-20),Boomers II (46-55)
6157,37,Male,Sales,Manager,1,Bachelors,Hyderabad,3,39914.0,3223,2019-04-11,Low,Entry (0-2),Gen X (36-45)
6158,33,Female,Marketing,Lead,9,Bachelors,Chennai,3,56487.0,6727,2012-03-17,Low,Mid (6-10),Millennials (25-35)
6159,26,Female,Engineering,Lead,10,PhD,Hyderabad,5,76988.0,11270,2020-11-18,Medium,Mid (6-10),Millennials (25-35)
6160,55,Male,Engineering,Executive,20,PhD,Mumbai,1,99577.0,5817,2013-02-21,High,Senior (11-20),Boomers II (46-55)
